"datasetID","site","species","propOcc"
232,"rsgrass_5","pema",0.142857142857143
232,"rsgrass_5","pgfl",0.857142857142857
232,"rsgrass_5","pgfv",0.571428571428571
232,"rsgrass_5","remg",0.571428571428571
232,"rsgrass_5","spsp",0.285714285714286
232,"rsgrass_5","petr",0.571428571428571
232,"rslarrea_2","amle",0.05
232,"rslarrea_2","chin",0.05
232,"rslarrea_2","dime",1
232,"rslarrea_2","dior",0.65
232,"rslarrea_2","disp",0.7
232,"rslarrea_2","neal",0.7
232,"rslarrea_2","nemi",0.15
232,"rslarrea_2","onar",0.45
232,"rslarrea_2","onle",0.65
232,"rslarrea_2","peer",0.1
232,"rslarrea_2","pele",0.5
232,"rslarrea_2","pgfl",0.55
232,"rslarrea_2","pgfv",0.75
232,"rslarrea_2","remg",0.5
232,"rslarrea_2","remn",0.05
232,"rslarrea_2","spsp",0.05
232,"rslarrea_2","pebo",0.2
232,"rslarrea_2","pedi",0.05
232,"rslarrea_2","petr",0.8
232,"rslarrea_4","chin",0.133333333333333
232,"rslarrea_4","dime",1
232,"rslarrea_4","dior",0.466666666666667
232,"rslarrea_4","disp",0.133333333333333
232,"rslarrea_4","neal",0.733333333333333
232,"rslarrea_4","nemi",0.133333333333333
232,"rslarrea_4","onar",0.533333333333333
232,"rslarrea_4","onle",0.666666666666667
232,"rslarrea_4","peer",0.0666666666666667
232,"rslarrea_4","pele",0.6
232,"rslarrea_4","pema",0.0666666666666667
232,"rslarrea_4","pgfl",0.466666666666667
232,"rslarrea_4","pgfv",0.933333333333333
232,"rslarrea_4","remg",0.466666666666667
232,"rslarrea_4","remn",0.2
232,"rslarrea_4","sihi",0.0666666666666667
232,"rslarrea_4","spsp",0.266666666666667
232,"rslarrea_4","pebo",0.0666666666666667
232,"rslarrea_4","petr",0.133333333333333
232,"rslarrea_5","dime",1
232,"rslarrea_5","dior",0.25
232,"rslarrea_5","neal",0.5
232,"rslarrea_5","nemi",0.166666666666667
232,"rslarrea_5","onar",0.666666666666667
232,"rslarrea_5","onle",0.666666666666667
232,"rslarrea_5","peer",0.0833333333333333
232,"rslarrea_5","pele",0.5
232,"rslarrea_5","pgfl",0.333333333333333
232,"rslarrea_5","pgfv",0.916666666666667
232,"rslarrea_5","remg",0.25
232,"rslarrea_5","remn",0.25
232,"rslarrea_5","spsp",0.25
232,"rslarrea_5","petr",0.166666666666667
232,"two22_1","chin",1
232,"two22_1","dime",1
232,"two22_1","dior",0.285714285714286
232,"two22_1","eudo",0.571428571428571
232,"two22_1","neal",1
232,"two22_1","nemi",0.428571428571429
232,"two22_1","onar",0.428571428571429
232,"two22_1","onle",0.142857142857143
232,"two22_1","pele",0.428571428571429
232,"two22_1","pema",0.142857142857143
232,"two22_1","pgfv",1
232,"two22_1","pebo",0.571428571428571
232,"two22_1","pedi",0.142857142857143
232,"two22_1","petr",0.714285714285714
232,"two22_4","chin",1
232,"two22_4","dime",1
232,"two22_4","eudo",0.5
232,"two22_4","neal",0.75
232,"two22_4","pele",0.5
232,"two22_4","pgfv",1
232,"two22_4","pebo",0.75
232,"two22_4","petr",0.25
232,"two22_5","chin",0.5
232,"two22_5","dime",1
232,"two22_5","eudo",0.5
232,"two22_5","neal",1
232,"two22_5","nemi",0.5
232,"two22_5","onar",0.25
232,"two22_5","pele",0.5
232,"two22_5","pgfv",1
232,"two22_5","pebo",0.5
232,"two22_5","pedi",0.25
232,"two22_5","petr",0.5
